title,review,score
Vodafone - WOEFUL - Refuse to exchange a brand new faulty iPhone,"Totally dissatisfied with so called Customer Service.  Received my new iPhone 8 Plus and upon setting it up and taking a few photos to check it out, screen just locked.  IPhone 8 Plus and upon setting it up and taking a few photos to check it out, screen just locked. Next issue, the phone keep turning off showing just the Apple logo, this would be stuck for 2 and 3 hours at a time. When it did stop, I finally managed to make a phone call and halfway through my conversation, it switched off again, for another 3 hrs.e echo resulting in not being able to hear the person on the other end properly and keep on having to get them to repeat what they said. I compared voice audio with my daughters iPhone 8 Plus and there is clearly an issue with my phone. 

I had the phone less than 2 weeks, rang Vodafone, and was told they will only swap the phone if the fault was reported within 24hrs of receiving it. What a load of rubbish. have since discovered it's actually 30 days and they'll replace it.

So I go into the store in Doncaster Vic, the guy there tells me to take it upstairs to Apple. So I go to Apple and they tell me there's at least a 3hr wait. I left as I didn't have time to wait that long.

A few days later I go to Vodafone Chadstone, the lady does an upgrade on my phone, the audio is still terrible, and the switching off is still occurring but not as often.

",1
Worst customer service,"customer service lady was rude and bossy. there was no need to be so condescending, i'm so happy to be moving to a different network.",1
"Make it easy to join, difficult to quit",Signed up for the plan in-store. Lots of customer service.,1
Boycott Vodafone. Consumers should remember that they have the power to punish unscrupulous telcos l,"Let us boycott Vodafone, the unscrupulous telecom who sucks customers blood by overcharging, breaching contracts and bad service. Consumers have the power and it's only unity that is needed to bring them to their senses. So, boycott Vodafone today. Leave the network and give them unforgettable lesson only then they begin to respect consumers. Boycott Vodafone. Now!!!!",1
Boycott Vodafone. Consumers should remember that they have the power to punish unscrupulous telcos l,"Hi,Here are the issues:1. Vodafone Australia breached section 18 of the ACL in enticing me that because of my loyalty Vodafone offered me a better product and put me on a new plan which was in effect more profitable to the company and harmful to me. This offer is evidenced by the txt message Vodafone sent to me. The ultimate consequence was that was Vodafone charged 116 dollars instead of $35.00
The australia.consumer law more specifically competition and consumer Act (Cth) 2010 provides:
Section 18: no misleading and deceptive conduct in trade or commerce.
Section 29: no false or deceptive representation.
A breach of which attracts both civil and criminal penalties.
In light of the above provisions of the act, consider this statement from Vodafone:

We've recently launched some fantastic new plans and as a loyal customer we wanted you to be one of the first to get them. From 4.12.2017, you will notice we have moved you onto the new $50 SIM Only Month to Month plan. For full plan details, read the Critical Information Summary at https://vfau.co/ukxqu  If you want to explore other options please contact 1555 from your mobile.
2. Vodafone , without any regard to my consent , has forcefully put me on a plan which does not meet my needs and overcharges me. 

3. Because Vodafone has got the details of my credit/ debit card, they should be stopped from charging my credit card. ( I'm told this is resolved)

4. When I was transferred from 3 network to vodafone as a result of the acquisition of the former by the latter, I was charged twice because Vodafone bills in advance. So, when I leave the network I should not pay the last bill.

A speedy resolution of the dispute may avoid further escalation.",1
Network Coverage is too bad,"Vodafone Australia is worst mobile service provider in Australia. I have signed up for 24 months plan and most of the time my phone does not work due to pure network coverage I have contacted Vodafone many time but they said there is maintenance going in my area and it will be resolved soon but this never happens in last 24 months. There is no network in city centre train line. when I have raised complain about this, funny response I got from Vodafone team that they can only guaranty network coverage to my home location not other location, come on really than what is the point of mobile if they can not provide coverage other than home address, I have landline connection for home. Finally I have completed my contract period and moving to Telstra.",1
No overseas roaming,I landed at London's Heathrow airport and turned on my phone. There was no signal indicating that the phone was useless to use in the UK. But I was not to be without a phone. I went to a UK Vodafone shop and got a prepaid sim card. I was unable to top it up electronically because I didn't have a UK home address. So I just visited a UK Vodafone shop of which there are many in the UK and they loaded it for me and activated it for me too. It meant a changed phone number but at least I could arrange accommodation in advance and keep in touch with family back here in Australia.,2
Worst 4g internet speed,"On 4g network the speed is as low as 3g from long time. Using expensive plan of $85. Telstra, optus is better than vodafone..",1
Great!,"I've been a Vodafone customer for a very long time, I've taken advantage of their plans and deals. Most of the time loyal customers are given special deals such as free data, calls, and texts. For the most part I'm extremely satisified with this. But sometimes I have to wait a ridiculously long time for a customer support person to speak to me.",4
Helpful Service!,"I was billed for $20 for using extra 2 GB on my current plan. I called them and they waived $10 and  give extra 1 GB for free, just because I was nice to them. You can get better services if you are a better customer. I am with Vodafone since 2011. I had always problem with my plan but whenever I call they helped me with any matters.",5
Promises &amp; deceit,Promised $200 trade in for working Note 3 (Upgrading to Note 8).Went to get trade in & was told that cracked screen nullifies offer.Promises & deceit.,1
Impossible to cancel contract,"Approached by cold call for business contract which i accepted, when the bill turned up before the Sim card and they tell me the Sim card is active! I cancelled the contract after hrs arguing on the phone and online chat to o/s call center they agreed to end contract with no charges, a few weeks later a bill for $483 appeared with $38 monthly charges after hrs online i gave up and i expect the billing will go to recovery agency with all the others! Don't start me on Yellow pages and Commander.",1
Vodafone services are crap,Last month....I have just been charged more than 80 dollars on my plan....isn't that disgusting.....Vodafone should be banned....they have been taking our money for no reason......Wanna leave Vodafone now.....getting deceived from Vodafone services these days.....,1
Automatically adding data,I'll be changing from Vodafone because they add data automatically I was once charged an extra $200!! Because I fell asleep I have to leave 100MB a month just so I don't get charged extra.,3
Disgraceful,"Had constant drop outs and minimal if not non existant service even at my home address. Made numerous complaints to their tech support. On one occasion, the phone dropped out while I was on the phone complaining about this. I then get a txt msg we are unable to call you back as your phone is switched off or not in range it was in my hand as I was waiting for a call back! But they still told me there wasn't an issue with my coverage and serviceability. Then once I cancelled the service they have the nerve to charge me a huge pay out figure. DISGRACEFUL!!!",1
"This is terrible, cheating customers by hiding real information","Network's coverage is poor. They are cheating customers. They promise a lot of benefits to customers. In fact, they are cheating customers. If you really check the plans, you would understand that they are ripping off us. These liars won't say everything when you are going to sign a contract. Even the contract copy they give us doesn't say what happens in case you want to cancel the contract even the next day.Completely cheating. Recently I came to know about these things. Now I am unable to move. They have somehow locked me in. Trying to find a way to get out of it.",1
Not an honest company,"We had the messaging service for one year, then we did not need it anymore, we cancelled in Sep 16. After 6 months they restarted the service without our authority and send us a bulk bill for the 6 months. Every time we ring to cancel, the excuse is: no cancellation received. And again they stopped for a while and re-activated the service recently without authority. A complaint was lodged with TIO.Edit: now is December 2017 and I still have not got a satisfactory solution even through TIO, Vodafone has been sitting on our refund for over 3 months and still has not been released.",1
Not an honest company,We have just received our refund from Vodafone after 7 months of making a complaint to TIO. We will never connect through Vodafone ever.,1
Unrealistic customer service,Could not understand most of what I was saying and continually repeating myself 3 or 4 times. Not very helpful and ended up hanging up without any resolution.All this and I was only trying to pay my account which is still not resolved.,1
Hidden costs,I received messages that Vodafone had added 1GB data as they say I have used all my shared data. I turned off my mobile data hoping that I would not exceed anymore until my inclusions reset. But the next day I received a txt message again that I have used up all my extra data. How did that happened???,1
Signal is as good as telstra,"I am with vodafone for 2 years. In the car park of apartment, no signal with vodafone but it's ok with my other telstra mobile.",3
Blatantly Dishonest &amp; deceitful Sales practices,"Totally unsatisfactory illegal withholding information as to the Plans they have available: falsely Answered question, in order to sell longer Data Plan, & thus increasing sales commission.",1
No loyalty offers for existing customers,"I have been with vodafone for the past 23 months with note 5 as my phone. I wanted to upgrade to new note 8 plans. No benefits for being a loyal customer. Not even a single dollar value. I get whats being offered to a new customer. Also, unlimited calls feature has been removed. Not worth being on another 24 or 36 months for no layalty offers. Unfortunately, the customer service reps are too bad in even discussing about it. Will never go back to them again. They donâ€™t value the existing customers at all.",1
Unexpected $560 out of the blue charge,Just got paid today looked at bank account and shock $560 gone to these criminals like how can they begin to justify that.,1
Very bad service and unpromising policies,Staff in this outlet has very low level understanding of English. Went for earphone warranty and they said it can not be replaced without any convincing reason. Vodafone is actually pathetic in customer service and the way they charge extra for data is also totally unsatisfactory. Not worth recommending.,2
Sim Card Crap,Useless people. Can't help you without an automated system. Can't change your number from 1 Sim to another without an automated system.,1
Loyal customer for over 12 years means nothing to vodafone,"I have Been with Vodafone for over 12 years and never had any issues until February 2017. I hate that I can never speak to someone in Australia and they ask me the same questions and recommend the same advice which has already been done for eg try the sim in a different device and new SIM card. Every time I need to make a call Or receive a call I have to be outdoors otherwise it cuts out of reception. Vodafone tell me that they have full coverage where I am located. I have a brand new iPhone 7 and brand new Vodafone SIM card and still doesn't work. I have tried the SIM card in spare iPhones and the same thing happens the reception drops out so I know it's Vodafone. 
They can't do anything for me except charge me $800 to cancel the plan. So much for the thousands of dollars I have spent and been a loyal customer all these years. I lived in this same suburb before and never had these issues. I have also lived all around Australia and never had theSe issues. 
Very upset and disappointed after all these years I always recommend and spoke highly of vodafone but not anymore! I will never recommend them again.  I pay $119 plan every month",1
The Worst Experience,"Keep away from the huawei g8 or any huawei phone,  had the phone less then a year vodafone sent it to there repairer  and tried to charge me $20 a week for a small cheap trmporary phone. Vodafone  said it was liquid damage and it was my fault so therefore I'm not covered!!!! They said the phone is damage and can't be fixed!!!I took the phone to another  repairer his fixed it and said there was no liquid damage!!!!!!! And still vodafone denise it. And the  excuses from vodafone how liquid can get in your phone are ridiculous, so bad worse exexperience keep away from vodafone!!!",1
DISGUST at the lies they make their teenage staff tell!!!,"Been with this mob for 20 months - horrible horrible experience. I lost it in two if their stores in Brisbane when the entire teenage staff ganged up and stood behind the laughing staff employee who insisted the manager was on annual leave in the two stores she took me to. I told her outright ""you are lying ... why?""  I had travelled an hour to return an iPad 4 days after it arrived. Was promised a 14 day cooling off period was in place and what do you have to lose?Apparently my sanity!!!! In 4 minutes months I move on and plan to celebrate leaving this disaster of a so called company. Teach your young employees to honour your policies not lie their behinds off. DISGUSTED.

March 5th 2018 Update: Unethical tactics!!

Left Vodafone 4 months before contract up. Continual mistakes w overcharging. Optus credited me 70 on my second months bill towards the cancellation charge for going with them. Vodafone have made my life hell for leaving. Quoted 199 for payout which somehow ballooned to $350 and REFUSED to take payments even tho I'm 75 and a pensioner. 
Optus are great! Total opposite to deal with. So although it's been horrible it's worth it in the end to not give my
Business to these heartless (wish I could swear) people.",1
Beware of their sales rep online,I was asking regarding an upgrade for a postpaid plan and ownership transfer online on live chat. I was told to upgrade and I could do the transfer after. Not once did the rep mentioned anything about if I transfer ownership after the upgrade none of the bonus offered will be transferred. If I knew I should have just ported to Optus as they had a better deal without having to negotiate for more data for being a loyal customer for many years. Once they upgraded the plan they just say another department is in charge and to call to transfer. Walk into a store the next day and was told that I should have done the transfer before upgrading the plan because no bonus will be transferred. Absolutely disgusted by the sales team for not mentioning this as all they care about is getting you to upgrade and stay with them. Case is currently now in dispute.,1
Vodafoney,"Customer Service is pitiful, unhelpful, obstructive, misleading, embarrassing.  $200 dollars for a loan phone to replace the broken phone they sold me.  then the wait time went from five days to ten days.  Pure Rubbish. Voda Phoney.",1
Why i got rid of vodaphone,Vodaphone sends me a text asking why I'm leaving them. It says pick from multiple choices. Ten Questions but the whole ten questions have the same multiple choices. Whats the point when I can not tell them in writing in my own words. Telstra gave me the chance to upgrade from my old iPhone 4s to an iPhone 6 at a good price owned out right and put me on a plan for $35. Only $5 more than my $3o recharge on vodaphone. The plan is only for 12 months than I can go back to my $30 recharge option. The phone $529 and some Telstra stores sold for $449. Good price for a good upgrade seeing we are on the old age pension. If vodaphone want good honest feed back it should let people tell them in their own words not pick from repeated same useless questions. After all we do give feed back by our own free will. When going online with vodaphone it is very slow. They throw bonus gigs at you but way too slow. If it was not for my wi fi connection to tpg hooked up to my phone the internet on my old phone would just take forever to respond. Ps I was with vodaphone ten years at least. In the end the product and price point were just not there. I'm not looking for $70 a month plans and $1000 outright phones just a good phone and deal.,2
Great experiance,"What can I say, fantastic experience, much better than telstra no regrets moving, customer service A+ I will be moving more services across",5
Vodafone is so good,"In short, you went to the store sign up for new phone plan for 2 years contract. After 2 years you have to CANCEL your phone plan by contact ""VODAFONE"", you can't cancel your Phone plan At The ""SAME"" Store (the server are bad. Totally deeply poor).In the end, lesson learn, never go with wonderPhone, because you don't know what feeling they will amaze you with after you sign up with them. So stay safe and keep out of ""WonderPhone"".",1
Complete lack of customer service.,"Bought a phone less than 3 months ago that behaved like a piece of crap.  Wasted one afternoon returnig  the htc u ultra to be told it was all sorted out the back of the shop.  Crap.  Bluetooth still sounds linke a grammaphone.  Spent another after noon being told they'd  fix it but it would take seven days and requires a $200 retainer.  I have two phones with these scumbags and ive never missed a payment after ten years. Great customer trust.  Crap service, crap customer care.  Dont buy from these scumbags.  Will pay out my two phone  contracts and try someone reliable.",1
Vodafone - A migrant nightmare,"It all started around 23 months 20 days back when we took two sim and phone plans with 24 months lock in.id a huge mistake. I kept on raising issues every 4-6 months until about 6 months back when i was informed that the area in which you are staying offers no outdoor connectivity and limited outdoor. I was dumbstruck and informed that the call disconnect issues are also in my balcony. So, they said that limited outdoor means you have to go to the street to make a call. Seriously!!

When I raised, I WAS INFORMED THAT SINCE I CHANGED MY HOUSE AFTER SIGNING THE CONTRACT,  NOTHING CAN BE DONE ABOUT IT.

I have raised it with TIO and vodafone is paying me a couple of 100 dollars back. However, with the trauma that I have faced, I would suggest you all not to opt for it especially, if you are staying near Parramatta/ Westmead/ Wentworthville/ Marylands.

BEWARE PEOPLE!!!",1
Outages,"If you live on the Gold Coast in these areas and you have Vodafone as your services provider ask for credits as these areas have been identified by Vodafone as having service issues - No doubt they never told you....Arundel, Ashmore, Parkwood, Labrador, Runaway Bay, Paradise Point, Southport, Surfers Paradise, Bundall, Helensvale, Benowa, Pacific Pines, Broadbeach, Miami Coomera, Upper Coomera, Hope Island, Nerang, Hollywell, Highland Park, Robina, Varsity Lakes, Mudgeeraba Carrara and Main Beach.",1
Not happy.,"Upgraded handset and was told that when my plan ended would be able to go on a much cheaper $29 plan + pay the same handset instalments as I go... Time passes and when my plan did indeed end I'm told that if I want the $29 plan I have to pay off the handset in one go, otherwise go on a $50 plan with instalments. They're just liars, I'm very frustrated and disappointed. No clarity and plenty of empty promises that they can't back up. Very expensive compared to other companies, I'm sure of it.",1
Staff.....why such staff?,"Coverage is fine. Prepaid plan which is value for money. Staff interactions are obstructive , ageist and patronising. problem solving or sorting out customer difficulties seems to be a power that resides with some other person who is unable to be specified or contacted in any reasonable time. Time for them to upgrade training and to sort out what their objectives are in actually running forums or other social media .I am actually kind of grateful that i have had this experience because i was going to look at their rumoured NBN service. I cannot begin to imagine how they will deal with all the problems around that service.",1
Hidden charges everywhere! and you are just a number to them!,Customer service lady was polite but keep justifying how they are entitled to charge customer. You can't ask for the data to be capped - they will keep charging you if you go over. They treat customer like a number.,1
Bad bad bad,I have used vodafone for 2 years and i have find that they are very bad and not trusted company any as i lost so much money by cheating.,1
Never again!,Having so many problems with network coverage and when i call to resolve the problem not one person can speak good english so a call that should be 10min ends up nearly an hour after one problem is solved there is another i changed my payment details 3 times online each time didnt work and finally said it was being reviewed the time came when my bill needed to be paid and it didnt go through i called up and payed immediately and was still charged a $15 late fee telling me their system was down and my payment details wernt changed but i was still at fault because i should have called,1
Don't use Vodafone!!! Disgusting Customer Service!!!!,"No phone coverage for 3 Days traveling from Western Australia to South Australia!!! SOS mode!!!!! Complained to a consultant at Vodafone, which he wasn't even listening to my story! Then I asked to speak to a Supervisor who was just as rude!!!!! Richard Branson should really take control of this failing company and start again!! You have lost me forever Vodafone!!!!!!!!",1
1 year and still can not pay my bill online,I have contacted support many times for about a year now as i can not use my card to pay my bill online each time someone calls me back and when i try i still have the same problem i can not pay. I hate calling every time to pay over the phone its a big hassle for me. Im moving both my accounts away to someone else.,1
Great customer service,Staff in store are always patient and super helpful. Haven't had any issues with their coverage. Can't complain about anything.,5
Customer services need better training,"We have three plans with Vodaphone for seven years they were good at some stage but the worse thing when having an issue, you need long time to spend with the customer services on the phone, also they don't care if the company loose customers, however thank you Vodaphone for the years we were together, we are moving to another company.",3
Below Zero Vodafail,"The network coverage failed to deliver on national & international roaming. Ongoing lies, shocking customer service, technical support & complaints unit to investigate. They promise to repair & fix ongoing making my holiday a living hell. Hours, days weeks trying to seek help. They finally admit fault making a mistake when it's too late. Further investigation I had to provide numerous time IMEI they couldn't verify -  They refuse to pay out of pocket expenses. I bought the handset locked to vodafone on prepaid. They kept asking me to recharge, recharge, data hardly worked.",1
Worst experience,Vodafone is the worst. Their service is the crappiest ever. You can't get network any where. When you go to their outlets the csrs are the most useless rudest people to deal with and when you call their call centre to cancel the people over there rather than solving your problem is only after signing you up for another contract. It is not worth the money which is quite high for the level of service. Terrible experience!!!,1
Appalling customer service - borderline on fraud,"Back in April, I paid $693 for a bill - expensive, yes, but me and my family used a lot of data/txt addons. I'm not complaining about the size of the bill.On the 1st of August, Vodafone says the payment was reversed/rejected, and credited to my account for an unknown reason, and that I would need to pay the bill again. To this day, I still have not received that refund. Two days ago, I was forced to pay the bill a 2nd time after constant threats of phone service disconnection.arly $700, waiting for a refund that's somehow disappeared into the ether. Vodafone staff hopeless, say they cannot trace the funds, blaming it on my bank.
After several phone calls and live chats and getting the run-around, I have opened a credit card dispute with my bank. I'm not sure when/if I'll see that money again, but I will fight.

Never been so angry with a company before.",1
The worst company to deal with,Extremely dissatisfied with the recent experience.They do not  even repair or replace a phone that is still under warranty.I'm on the process of Working my matter with the ombudsmen.I'm still under contract with them but refused to solve the hearing issue but still want me to pay extra for it. Now they say there is dint in my phone which did not exist before. Never ever believe them.,1
Worst experience ever,"Thought I'd try Vodafone big mistake! Bad reception bad customer service, I ordered a mobile and tablet, I received 4 tablets and two phones, over charged massively for 3 months credits took 6 months, hours on customer service with no resolution.. ended up paying out the contract so I didn't have to deal with this horrible company",1
prepaid vodafone not cheap but its good,"I like this mobile network as my prepaid card because when i run out my data, I still could access their top up website without problem. they also provide vodafone application for us to do recharge or track our used history.for the price is fair. 1st customer offer 50% off. thats good deal.",4
worst company,Very poor network converge . They don't network guarantee. Vodafone big scam network guarantee. They refusing to fix the issue and cancelling the contract,1
Not recommending to anyone to go with vodaphone,My mobile causing problem 3rd time as per their policy i have right to replacement but disappointed with their team. I wasn't offered much option or i can say equivalent or better option so decided to change the provider...been with voda phone from last 6 year does not worth anything and also earning others too.,1
"Best data for money, good value, loyal customers get better deals","Fantastic, answers quick and can usually sort out everything, live chat is simple and it is easy to use online",4
Vodafone travel SCAM,"Beware Vodafone scam of offering a 30 day network guarantee but refusing to refund any money when their SIM does not work. I have tried to seek action from Vodafone UK and Australia but neither respond.The text of the Vodafone scam is below. Beware DO NOT under any circumstance buy a SIM from Vodafone. They cannot be trusted, their SIM doesn't work, they make false representations and advertising and infringe across multiple laws. They'd rather do this than simply refund Â£45 for a SIM that never worked.--------I bought a Â£45 SIM 89441000300743284972 from Heathrow 10 August but when I arrived at Covent Garden your SIM would not reach my wife's Estonia mobile number. I visited your Long Acre store who said I needed to spend more money to reach the Estonia number. Still my phone could not dial the Estonia number, the SOLE and only number I wanted to be able to dial. After a subsequent visit to Long Acre your staff said Vodafone cannot call Estonian numbers but refused to refund my purchase, despite your very large 30 day network guarantee signage throughout the store. They insisted I had a Vodafone SIM but it was not a Vodafone network, the network means just their store. You are clearly breaching all contract and consumer law and making false representations and advertising. 
I went to the neighbouring 3 store and within minutes I could contact the Estonian number. 
I leave the UK on Tuesday but on my return to Australia will complain to Vodafone Australia about your misleading conduct and write to the British High Commissioner in Canberra. I will also report your actions to Westpac bank and seek that they make a chargeback for this purchase against Vodafone. There was not a single call made on this SIM. I have photos of your Long Acre staff who refused to supply their details, photos of the store and of your advertising signage of a network guarantee at the store which your staff refused to honour.",1
My account is totally of no use,"Vodafone gave a 30 day money back guarantee to sign up with them.  That should have been a warning sign in itself.  The coverage was really poor (internet as well as phone) and here were claims that I was in a reception black hole, although not so as the reception was equally bad at my mum's place.  Continual promises that there were upgrades to be completed in the area but my reception was always just as bad.  Then instead of the service improving it is still slow but now my data is being used up 2 -3 times faster and they charge me $10 for every gig that I go over.  How much worse can it get?  My supposed bonus gigs disappeared over night, so now I have half the gigs and when I inquired they tried to force me onto a new contract and now say that I can no longer have the bonus gigs without any kind of reason.  How stupid does Vodafone think that people are?",1
Such a hassle to ask about extra charges,I constantly get extra charges on things I have no idea why when there's nowhere on the bill that explains anything even with the detailed bills. Tried to call up about it and they asked for a four digit pin which I told them and they said it was incorrect and then they asked me a series of questions about my identity which they kept telling me was wrong. I think I know who I am better than you Vodafone.,1
Worst Customer Nightmare,"My experience with Vodafone is one of the worst experiences in my life. If I could give a NEGATIVE score I would have done so immediately. I've been a loyal customer for such a long time and tried to switch networks. I called them to at least match the offer on a certain day and time since the other provider's last day for the promo was on that day. They told me that I have to call back on a Monday. We've been going back and forth...I was redirected to another department saying that the other department will give a better offer. In reality, they couldn't match what the other provider was offering. The question was answerable by a YES or NO but they dragged things for so long in order to keep me. I mean if you are unable to match an offer just say so don't be selfish and waste my time. What a disaster! I've wasted so much time for nothing. I'll be sharing my personal experience with Vodafone to hundreds of people I know. NEVER AGAIN will I recommend someone to Vodafone ever again like I used to in the past. (Sorry, pretty mad right now due to my recent experience). I'll probably encourage them to switch networks.

Also, whenever a call is made it is monitored and recorded for training purposes. Customers have NO option of having it turned off.
Furthermore, CUSTOMERS have NO option of online chat support unless they have an account under Vodafone. They can fill out a form? I mean are you really kidding me in this day and age. What they offer LOYAL customers are the ones already on their website or they make offers after going through a series of departments. Do not ever sign up for their services or you'll regret it.",1
Worst Company To Deal With,"Bill was $260 per month for 24 months under contract and 1st month out of contract was $607.19. Nearly impossible to talk to anyone poor English, can't make a decision say they will call back and when they do it's with a recorded voice saying press 1 to talk to someone, press 1 10 times doesn't work and to top it off they have blackspots and bad coverage as soon as you leave the city. Will NEVER deal with this company ever again should have learnt the 1st time HORRIBLE SERVICE. Have to agree with all the reviews on this page they are on the money.",1
WORST customer service,"The store staff that we've dealt with at werribe was superstar however ALL the phone line customer service are very rude, not helpful and will talk back to you and question you with anger when they could not solve your problem. My bf overpaid the bill and when I ask for a refund they could not guarantee to refund and when all I wanna do is terminate the contract they told me to call back by end of month billing period. They also charge you so much for late payment fee if you are on a contract with lack of notice. I even lost word what to say more about my experience. My advise is if you guys want to deal with the worst customer service ever please join vodafone.",1
"Worse, too many hidden charges","The sales people give you different story, the online guys tell you something else. I signed up for 50 dollar plan but have been paying 80. They keep giving me different reason every month. Do not fall for them.",1
Ongoing nightmare,"Signing up with Vodafone has been the worst consumer experience of my life... no exaggeration. I've been a constant victim of overbilling!I wish I had checked out ProductReview before signing up with them.EVERY. SINGLE. BILL I have received is inflated. I have to call them every month to reverse charges, with limited success. It is so exhausting and frustrating dealing with their India based call agents that I have given up and simply accept the higher bills!
- Rude and deceitful staff at the their Rundle Mall branch. 
- So many more thing that I'll avoid goinginto due to time constraints...",1
Useless support and horrible signal,"Every month or 2 I have had to contact Vodafone about issues with my billing, issues with my signal, issues with the app, pretty much anything you can think of, I've had problems. The support team are aggressive and useless. Considering this is an Australian company (Vodafone Australia, that is) I'd appreciate if they kept their call centre local and gave jobs to people in this country, rather than India based workers.",1
Terrible coverage &amp; annoying spam texts,"When my SIM card arrived in the mail, the activation number had a white line running through it, making it barely readable. Phone support tole me to take it into the nearest store - that wasted a couple hours of my day.",1
Charged me $10 for using 10mb of data!,"Maxed out my data plan so they automatically charged me $10 for 1gb of data. When I tried to reverse the charge they said that because i'd used 10mb (0.097) % of the gigabite i had to pay. OMFG, NOT IMPRESSED!!!",1
Just don't try to leave or switch,"Had been a Vodafone customer for more than 15 years and never had an issue or had to ring customer servicerecently moved house and have no Vodafone reception (not their fault).Rang customer service (CS) they were helpful and offered several possibilities to improve signal, None worked (not their fault).ied to use their web site (www...vodafone/unlock) did not work, site just timed out after i entered phones IEM no rang CS, was told there were issues with website and they could do it for me. They logged a request with their tech team and was told i would be contacted within 24 hours with unlock procedure. Happy customer
Guess what : NO one called me back
I rang CS back, was told they are unable to unlock my phone and that i spoke to no one the previous day and that no request had been made to unlock phone and no one was going to call me back. Refused to check who i spoke with even though they keep that data. Was told the only way i could unlock phone was to visit Vodafone store, Explained this was not possible and they refused to unlock phone. 

",2
1 Star along with the other 1000 Australian people on here.,"As with 1000 other unsatisfied customers, I am not happy but I guess that's what happens when companies are sold OFFSHORE to FOREIGNERS who only want PROFIT. They are trying to charge me for a contract I did not agree to, stay far away from these pure scum, I would like to have a personal run in with the CEO, it wouldn't be pretty. Stay away from our (the Australian people)'s country! We don't want your crappy business and terrible customer service.",1
Vodafone target the elderly,"Thought I'd review the absolutely appalling experience recently of dealing with Vodafone on behalf of an elderly (80+) friend.  She has been with Vodafone since at least 2002.  She mainly goes into her local store when she has problems.  Unknown to my husband and I, who are VERY technically savy, she has been constantly being told untrue, misleading and downright wrong information about the mobiles she has had.re, ""Oh you again, you always cause trouble when you come in here don't you?""
Keep in mind this is a small woman in her eighties.  By trouble they mean she keeps bringing up problems that weren't fixed in previous visits.  Way to respect customers Vodafone.

She had finally had enough and decided to switch mobile carriers.  She owns the mobile in question, having paid for it outright and is contract free.  My husband switched over the sim cards only to see a message wanting a sim unblock code to be entered.
He rang Vodafone, with our friend beside him and she gave him authorisation to speak on her behalf.  She gave her name, address, pin code and license number three different times and each time they spoke to either her or my husband.  

One worker told us to, ""Just go to the store and they can put in the code, it's easier that way.""  The worker claimed that the store had the codes, ""in their computers, we don't.""  Husband laughed out loud and said he found it hard to believe that a store would be able to offer more technical support than an actual worker from Vodafone already on the line.  Then we were supplied with a website that would talk us through the unblocking, again being told, it's just easier that way.  Did we by chance get a worker who answered the phone but was running late for his break?

",1
Vodafone sucks!,"Please avoid Vodafone, it took me more than 1.5 hours (3 attempts - online, live chat and phone) to activate a prepaid starter sim. It was very frustrating and when I asked them a question (the expiry date of my sim), I got 3 different answers from 3 different customer care officers.  I have activated prepaid sims from other service providers previously and I can tell you Vodafone is the worst to deal with.",1
Completely rubbish service and network,"Don't recommended to any one for vodafone.No network coverage at all. Paying bill for nothing just hang on phone with customer service and keep talking and no resolution . Better to go good provider like Telstra, Optus..",1
Nightmare experience with customer service,Vodafone kindly fix your poor customer service?! Your operators are so rude and impatient! I am your loyal customer. I'm just gonna finish my contract and that's it! No more upgrades under your company!,1
Contract finished thank GOD,"Been with Vodafone for 8years and finally walking away, rip offs have had just enough now I'm switching to something affordable and honest company.",1
"Poor service, provided modem pathetic","Where to start. I signed up for a postpaid mobile service because they had a double data deal. 8GB for the price of 4GB - $30 a month. Straight away the issues started. The 4g modem is pathetic. The battery life is just over an hour so you always need to be near a power source. Unlike the last 3g modem I had this does not show battery life on the device so you have to sign into pocket wifi to check, which is an annoyance. The device ALWAYS drops out and you have to disconnect then reconnect to get service again. This occurs AT LEAST every 15-20 minutes. Don't even bother trying to get in contact with Vodafone to discuss the issues, they have designed a system making it almost impossible to make contact. We tried to get additional data and for 5 days their website said it would be uploaded in 5-15 minutes. I have now gone over and they have immediately charged me $10 for additional data usage. Throughout the past 5 days I have tried to contact them multiple times via the following methods; live chat (timed out 6 times), call back service (it called me back, said I was being transferred then just disconnected), and now I have been waiting on hold for half an hour despite being told it would be a 10 minute wait. Do not bother with this company, pay the extra and go with a company you will get decent service with.",1
Faster than a SNAIL,"4G 1/5, 3G 4/5 buy slower than a snail.2 years Contract, I'm stuck please helppp!!!Ripped off rather than value.0-100? -100 if possible.",1
"Vodafone, can you be more dishonest, tricky, and thieving?","Poor company in Aus ever used!i hope there is a negative rate!!My bill says i sent a message called Premium message and costed 4.54$ on the number 19940004 on 22/7! what hell, i never sent any messages to this number!!!And this 80$ redcap includes 3 hrs international call, and i only made 3 international calls this month, which were 11mins, 15mins,and 1hr, and the total is far less than 3 hrs! then the bill says there were 3 extra charges for international call!!!! then  Vodafone charged me about 16$ more in total for those calls!! Why?It is a nightmare when using this company.Stay away from this company!I hope this dishonest and thieving Vodafone closing down straightway.",1
